Tag,Latitude,Longitude,Location,Age
N085,-24.07928,30.57137,KZN,2
N085,-24.08133,30.57285,KZN,2
N085,-23.91396,30.73781,KZN,2
N085,-24.03995,30.61079,KZN,2
N087,-29.9,30.6,KZN,2
N087,-29.34912,29.75597,KZN,2
N089,-27.34765,31.87062,KZN,2
N089,-27.42429,31.89941,KZN,2
N090,-27.36453,31.88243,KZN,3
N090,-27.43867,30.01156,KZN,3
N091,-27.57768,31.84799,KZN,2
N091,-27.70511,32.30907,KZN,2
N091,-27.73213,32.41354,KZN,2
N091,-27.81386,32.13566,KZN,2
N092,-27.57768,31.84799,KZN,3
N092,-27.57768,31.84799,KZN,3
N092,-27.33111,31.91056,KZN,3
N093,-24.5,30.9,KZN,3
N093,-27.35398,31.87659,KZN,3
N093,-27.34765,31.87062,KZN,3
N094,-28.6161,32.22111,KZN,2
N095,-28.328,30.3157,KZN,2
N095,-28.328,30.3157,KZN,2
N095,-28.31393,31.83664,KZN,2
N096,-24.03333,29.28333,KZN,2
N096,-24.09284,31.04262,KZN,2
N097,-28.328,30.3157,KZN,4
N140,-28.328,30.3157,KZN,2
N140,-27.87589,32.31703,KZN,2
N140,-27.4,31.9,KZN,2
N141,-23,29.03,KZN,2
N141,-22.42663,31.2426,KZN,2
N146,-28.328,30.3157,KZN,3
N147,-22.42278,17.02889,KZN,3
N147,-22.42278,17.02889,KZN,3
N148,-27.88062,32.20685,KZN,3
N148,-25.05855,31.9181,KZN,3
N148,-27.72171,32.00841,KZN,3
N148,-28.1588,31.98383,KZN,3
N148,-27.84222,32.26006,KZN,3
N148,-27.81386,32.13566,KZN,3
N149,-28.328,30.3157,KZN,2
N150,-21.11926,31.91461,KZN,2
N150,-21.48139,30.00272,KZN,2
N150,-21.48139,30.00272,KZN,2
N153,-28.328,30.3157,KZN,2
N153,-25.41046,31.67652,KZN,2
P043,-27.60214,32.21773,KZN,Pullus
P043,-27.60888,32.21991,KZN,Pullus
P043,-27.60896,32.21956,KZN,Pullus
P043,-27.74385,32.28871,KZN,Pullus
P043,-28.43866,30.01156,KZN,Pullus
P043,-28.6161,32.22111,KZN,Pullus
P043,-28.6161,32.22111,KZN,Pullus
P046,-27.35398,31.87659,KZN,Pullus
P046,-27.34765,31.87062,KZN,Pullus
P046,-27.42005,31.90841,KZN,Pullus
P046,-27.23972,31.54506,KZN,Pullus
P047,-28.70947,30.00586,KZN,Pullus
P047,-27.43866,30.01156,KZN,Pullus
P047,-27.64407,32.31202,KZN,Pullus
P048,-27.74385,32.28871,KZN,Pullus
P048,-27.74385,32.28871,KZN,Pullus
P050,-27.744,32.28949,KZN,Pullus
P054,-27.57592,31.94674,KZN,Pullus
P054,-27.62124,31.17941,KZN,Pullus
P054,-24.5,30.9,KZN,Pullus
P054,-27.4,31.9,KZN,Pullus
P054,-27.3348,31.84601,KZN,Pullus
P059,-27.42429,31.89941,KZN,Pullus
P059,-24.80496,31.50666,KZN,Pullus
P060,-27.37216,31.92949,KZN,Pullus
P060,-27.66535,31.99689,KZN,Pullus
P061,-27.33118,31.84842,KZN,2 to 3
P066,-27.357,31.883,KZN,Pullus
P067,-27.331,31.873,KZN,Pullus
P067,-27.35897,31.85963,KZN,Pullus
P067,-27.357,31.883,KZN,Pullus
P075,-24.27623,30.63167,KZN,Pullus
P075,-27.84222,32.26006,KZN,Pullus
